,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,81,Sun Belt,158,134,132,332,2,7,339,71,168,62,1202,92,171,Michael Javes,341,Little Rock,18,85,250,2013,2012
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,Ivy,134,139,139,244,0,0,244,63,88,48,912,70,71,Pat Magnarelli,341,Harvard,29,45,204,2010,2007
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,14,Pac-12,140,105,38,99,67,189,288,64,106,61,1779,28,123,Cedric Martin,341,Utah,54,73,168,2013,2012
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,19,Southern,132,122,53,95,69,174,269,28,40,61,971,76,70,Negus McKenna,341,Western Carolina,36,48,208,2008,2007
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,4,SWAC,186,119,57,172,62,195,367,41,54,62,1809,35,106,Brandon Miller,341,Alabama A&M,73,108,221,2020,2019
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,11,Summit,217,127,101,222,26,91,313,61,98,108,1970,89,287,John Peckinpaugh,341,Purdue-Fort Wayne,52,114,306,2012,2009
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,54,SWAC,121,134,134,277,0,1,278,73,122,53,1197,62,134,Jarred Riley,341,Grambling,14,83,183,2009,2008
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4,OVC,138,117,78,175,39,120,295,68,98,59,1012,24,107,Nygal Russell,341,Southeast Missouri State,32,84,162,2020,2019
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,93,Total,150,139,138,284,1,3,287,62,135,62,1158,111,167,Yankuba Sima,341,Total,33,71,261,2018,2016
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,Southern,130,145,144,295,1,2,297,50,85,108,1149,106,153,Adam Sledd,341,Western Carolina,20,62,236,2020,2017
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,6,NEC,61,121,35,78,86,203,281,13,16,82,972,19,67,Grant Surprenant,341,Saint Francis (PA),19,39,80,2009,2007
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,9,Big West,122,104,55,142,49,130,272,84,123,61,1494,22,145,Perry Webster,341,Cal State Fullerton,54,98,144,2012,2011
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,6,Big Sky,138,140,134,278,6,30,308,54,73,29,789,14,56,Amin Adamu,340,Montana State,30,83,152,2020,2020
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,8,Big South,116,111,87,254,24,89,343,94,132,61,1452,29,143,Tehran Cox,340,High Point,59,155,145,2011,2010
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,0,MEAC,92,104,70,163,34,98,261,98,141,38,1112,21,118,Derrick Davis,340,South Carolina State,38,119,113,2008,2007
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,24,ACC,111,113,77,166,36,102,268,78,127,63,1411,20,120,Farnold Degand,340,North Carolina State,44,115,131,2010,2008
291,,1.3,1.6,9.1,.543,.548,6.1,11.1,.146,0.0,0.2,.542,6.1,11.3,DET,.461,2.2,4.8,599,548,NBA,31.0,4.8,3.2,,14.5,1.4,,2.0,13.8,15,92,Big East,143,157,157,290,0,2,292,26,88,34,967,114,75,Andre Drummond,340,Connecticut,28,52,257,2012,2012
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,Total,43,104,61,149,43,109,258,89,121,40,587,15,63,Julian Edmonson,340,Total,22,54,58,2014,2012
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,42,CUSA,142,124,123,228,1,11,239,91,127,66,882,109,166,Kalu Ezikpe,340,Old Dominion,29,62,251,2020,2019
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,2,Southland,95,131,107,213,24,102,315,54,94,58,1316,19,67,Bryan Hammond,340,Nicholls State,26,80,114,2012,2011
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,27,MAAC,183,117,88,238,29,76,314,77,119,63,1440,73,123,Christian Hinckson,340,Manhattan,68,110,256,2020,2019
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,Total,122,113,52,122,61,183,305,53,90,115,1326,72,159,Aaron Jackson,340,Total,33,62,194,2018,2015
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,18,Total,110,99,25,71,74,211,282,68,98,65,1247,40,100,Jamal Johnson,340,Total,31,45,150,2020,2018
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,27,MEAC,127,118,92,156,26,96,252,78,113,62,1006,35,114,Tyrone Lyons,340,North Carolina A&T,36,55,162,2020,2019
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,10,AAC,123,103,70,162,33,102,264,101,126,31,928,16,62,Tristen Newton,340,East Carolina,37,59,139,2020,2020
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,7,Sun Belt,80,133,130,242,3,9,251,71,100,80,1241,32,130,John Pettway,340,South Alabama,76,94,112,2020,2018
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,53,A-Sun,99,140,140,224,0,1,225,60,131,68,1218,114,128,Jacob Schulte,340,South Carolina Upstate,27,51,213,2016,2015
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,21,Sun Belt,106,125,108,178,17,55,233,73,103,62,1112,76,167,Derrick Simmons,340,Florida Atlantic,38,57,182,2008,2007
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,11,Total,162,125,102,195,23,81,276,67,88,63,1307,16,105,Shaquille Walters,340,Total,31,81,178,2020,2018
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,25,Total,166,115,66,130,49,170,300,60,99,105,1523,62,126,Rod Days,339,Total,52,69,228,2016,2012
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,48,Patriot,164,107,103,214,4,11,225,121,188,60,1195,68,196,Ted Detmer,339,Lafayette,78,126,232,2008,2007
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,11,Total,90,120,68,144,52,139,283,47,71,75,1052,49,131,Cedric Latimer,339,Total,17,78,139,2010,2007
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,Total,122,142,132,261,10,32,293,45,79,62,891,53,106,Jourdan Morris,339,Total,25,70,175,2010,2007
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,22,Southland,103,130,128,232,2,21,253,77,133,50,1097,58,119,Tavaris Nance,339,Southeastern Louisiana,74,95,161,2008,2007
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2,Big 12,62,104,41,87,63,178,265,68,77,59,1323,9,111,Ty Nurse,339,Texas Tech,39,66,71,2013,2012
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,3,Total,115,90,64,157,26,90,247,133,160,101,1654,21,185,Ny Redding,339,Total,43,120,136,2019,2015
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,38,MVC,192,128,128,244,0,0,244,83,117,122,1475,113,213,Sam Singh,339,Bradley,48,101,305,2010,2007
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,4,A-Sun,162,133,87,172,46,146,318,27,41,32,1027,52,74,Kendall Stafford,339,North Alabama,20,65,214,2019,2019
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,15,Sun Belt,110,126,108,222,18,72,294,69,95,53,937,44,107,Marcus Washington,339,Louisiana-Monroe,34,71,154,2017,2016
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,15,Total,119,118,116,261,2,15,276,101,152,64,1093,67,119,JaMarcus Weatherspoon,339,Total,31,69,186,2017,2015
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2,Patriot,111,114,97,204,17,61,265,94,160,102,1169,48,104,Thurgood Wynn,339,Navy,54,70,159,2014,2011
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,9,Ivy,129,114,69,163,45,173,336,65,102,71,1376,31,108,Tai Bibbs,338,Columbia,42,48,160,2020,2018
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,8,A-10,161,116,46,102,70,204,306,36,61,65,1458,59,105,Jimmy Binnie,338,Dayton,32,60,220,2008,2007
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,35,OVC,174,114,114,224,0,1,225,110,186,47,1168,90,154,Cameron Butler,338,Southeast Missouri State,27,95,264,2011,2010
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,1,Ind,52,118,68,137,50,153,290,52,75,28,766,14,41,Cornelius Chatt,338,Southern Illinois-Edwardsville,27,66,66,2011,2011
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2,Big Ten,54,129,118,252,11,61,313,69,90,67,1166,38,112,Tarrance Crump,338,Purdue,42,107,92,2008,2007
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,1,Ivy,69,123,66,128,57,168,296,35,60,25,783,16,48,Jordan Dingle,338,Pennsylvania,20,64,85,2020,2020
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,WAC,60,97,27,82,70,165,247,74,88,32,853,9,44,Elijah Ingram,338,New Mexico State,20,105,69,2007,2007
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,4,MAC,129,105,46,123,59,207,330,69,94,96,1663,16,185,Luke Kraus,338,Bowling Green State,77,72,145,2013,2010
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,22,Summit,94,148,148,267,0,0,267,42,67,73,810,74,197,Chris Miller,338,Oral Roberts,12,83,168,2019,2017
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,5,Southland,92,105,71,145,34,103,248,94,135,31,885,23,82,Jejuan Plair,338,Sam Houston State,42,74,115,2007,2007
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,9,Big Ten,180,122,68,127,54,157,284,40,53,66,1258,29,95,Thorir Thorbjarnarson,338,Nebraska,51,61,209,2020,2018
327,,0.8,0.4,3.8,.494,.501,1.6,3.3,.310,0.3,0.9,.460,1.9,4.1,CHO,.691,0.9,1.2,335,171,NBA,16.9,1.4,1.8,,5.0,0.4,,0.8,5.2,18,41,Big Ten,198,113,97,183,16,33,216,96,134,30,794,71,81,Noah Vonleh,338,Indiana,26,64,269,2014,2014
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,6,WCC,141,112,83,183,29,86,269,85,127,91,1771,62,159,Caleb Willis,338,Pepperdine,54,123,203,2013,2010
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,A-Sun,51,104,31,89,73,225,314,56,68,78,876,20,57,Marcellous Bell,337,Jacksonville,30,26,71,2016,2013
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,15,Big South,66,136,131,206,5,21,227,60,86,23,580,42,65,Dwight Brewington,337,Liberty,19,69,108,2007,2007
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,108,MEAC,152,123,123,235,0,0,235,91,162,91,1400,78,212,Steven Burrough,337,North Carolina A&T,19,71,230,2016,2014
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,21,Total,109,103,72,177,31,112,289,100,154,71,1464,39,160,Aaron Dotson,337,Total,34,107,148,2013,2010
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10,Patriot,90,105,19,44,86,214,258,41,60,93,1500,21,94,Will Goff,337,Boston University,37,58,111,2018,2015
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,28,Total,123,102,91,195,11,30,225,122,166,44,1078,18,85,Demetrius Johnson,337,Purdue-Fort Wayne,31,138,141,2008,2007
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,2,AEC,90,111,60,170,51,131,301,64,92,69,1522,49,167,Quentin Jones,337,Maryland-Baltimore County,46,100,139,2014,2012
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,10,Total,163,127,112,260,15,72,332,68,82,64,1105,70,111,Craig LeCesne,337,Total,19,101,233,2020,2017
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,11,Big Ten,102,118,75,179,43,127,306,58,102,28,975,25,69,Cam Mack,337,Nebraska,36,74,127,2020,2020
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,37,Total,181,129,128,298,1,13,311,78,143,90,1936,121,232,Elridge Moore,337,Total,65,132,302,2014,2011
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,2,SWAC,132,121,84,283,37,144,427,58,83,84,1926,28,146,Kylan Phillips,337,Mississippi Valley State,73,110,160,2018,2016
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,5,Pac-12,118,124,68,163,56,175,338,33,45,64,1429,25,103,Jervae Robinson,337,Washington State,40,79,143,2020,2019
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,65,Total,189,123,123,267,0,1,268,91,157,57,1295,155,157,Ronald Spencer,337,Total,12,73,344,2013,2010
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,41,WCC,200,131,93,163,38,109,272,37,50,53,1138,35,64,Jacob Tryon,337,Portland,13,59,235,2020,2019
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,10,CAA,128,142,132,247,10,51,298,42,77,30,1023,61,100,Dennard Abraham,336,Towson,15,38,189,2007,2007
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,1,MEAC,75,99,62,175,37,105,280,101,119,48,1002,35,56,Daquan Brickhouse,336,Coppin State,48,51,110,2015,2014
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,Pac-10,55,114,72,179,42,115,294,66,106,29,745,25,72,Sasa Cuic,336,Oregon State,13,40,80,2007,2007
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,22,WCC,118,130,130,220,0,0,220,76,128,31,927,77,71,Sean Denison,336,Santa Clara,18,69,195,2007,2007
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,Ivy,53,97,26,53,71,171,224,71,77,42,901,15,73,Adam Gore,336,Cornell,35,34,68,2009,2007
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,Southland,44,117,65,136,52,117,253,50,63,26,714,11,51,Jordan Hairston,336,Texas A&M-Corpus Christi,26,57,55,2020,2020
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,6,MVC,145,103,35,71,68,191,262,62,90,104,1476,97,135,Casey Harriman,336,Creighton,47,53,242,2011,2008
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2,Big Sky,71,104,77,183,27,63,246,101,127,55,963,51,72,Marcus Hinton,336,Eastern Washington,33,62,122,2008,2007
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,39,NEC,190,127,125,236,2,6,242,80,129,113,1963,136,230,Kurt Hoffman,336,Saint Francis (PA),48,114,326,2010,2007
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3,Big West,50,125,78,158,47,145,303,39,50,44,755,23,45,Chris Johnson,336,UC-Riverside,20,43,73,2008,2007
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4,A-Sun,120,118,83,175,35,97,272,65,91,65,1015,41,60,Shawndale Jones,336,NJIT,28,46,161,2019,2018
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,13,Big East,134,108,44,85,64,208,293,56,83,120,1806,48,160,Haralds Karlis,336,Seton Hall,42,78,182,2015,2012
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,3,MWC,135,120,61,127,59,196,323,37,49,93,1707,20,169,Jeremy Lieberman,336,Wyoming,53,91,155,2017,2015
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,3,MVC,94,123,62,147,61,167,314,29,46,62,1287,25,103,T.J. Lindsay,336,Southern Illinois,46,64,119,2013,2012
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5,A-Sun,78,96,61,151,35,110,261,109,140,31,926,23,71,Gabe McMillen,336,Stetson,60,81,101,2007,2007
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7,SWAC,114,123,114,289,9,42,331,81,131,124,1678,42,245,Cameron Monroe,336,Southern,61,141,156,2015,2012
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,WAC,69,100,20,46,80,205,251,56,72,90,1183,15,101,Aaron Nettles,336,Seattle,39,38,84,2020,2018
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,12,MAC,77,120,76,185,44,122,307,52,61,68,1037,29,85,Ronaldo Segu,336,Buffalo,24,69,106,2020,2019
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,108,ACC,279,128,128,278,0,0,278,80,144,95,1749,146,253,Assane Sene,336,Virginia,20,84,425,2012,2009
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,103,Big West,166,135,135,311,0,3,314,66,118,60,1407,110,166,BJ Shearry,336,UC-Riverside,68,71,276,2012,2011
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6,Total,67,110,73,151,37,141,292,79,126,59,868,53,77,Harrison Smith,336,Total,45,42,120,2011,2007
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,15,A-Sun,231,123,94,181,29,115,296,61,89,67,1203,93,145,ShunQuez Stephens,336,South Carolina Upstate,42,62,324,2015,2014
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,4,WCC,38,126,77,154,49,142,296,35,44,24,838,5,53,Armondo Surratt,336,San Francisco,39,62,43,2007,2007
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,Sun Belt,122,121,121,219,0,2,221,94,149,57,910,85,120,Mario Telfair,336,Troy,28,52,207,2009,2008
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,37,MWC,184,119,97,185,22,91,276,76,111,90,1649,86,135,Keaton Van Soelen,336,Air Force,33,63,270,2020,2018
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,3,A-10,105,106,29,72,77,210,282,47,62,95,1345,32,108,Jordan Watkins,336,Davidson,33,54,137,2018,2015
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9,Total,204,129,120,251,9,32,283,68,97,80,1268,115,189,Anthony Criswell,335,Total,21,62,319,2014,2011
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,13,Big Ten,102,116,55,97,61,159,256,42,54,58,740,73,54,Alan Griffin,335,Illinois,21,49,175,2020,2019
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,OVC,140,128,107,202,21,59,261,58,77,31,785,73,71,Kayne Henry,335,Jacksonville State,24,42,213,2020,2020
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,125,Total,245,124,124,248,0,0,248,87,157,111,1672,150,253,Brice Kofane,335,Total,31,123,395,2015,2012
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,89,Total,210,133,133,203,0,0,203,69,135,70,1571,129,195,Jim Ledsome,335,Total,43,68,339,2009,2007
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,38,A-10,141,141,141,298,0,2,300,53,97,62,1019,124,179,Travion Leonard,335,Fordham,27,82,265,2014,2013
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,33,MEAC,202,135,120,307,15,61,368,50,91,85,1228,50,171,Joseph Lewis,335,Delaware State,35,123,252,2018,2016
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4,Patriot,132,121,121,214,0,0,214,93,142,50,1116,76,122,Darren Mastropaolo,335,Bucknell,25,89,208,2008,2007
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,127,Total,232,124,120,257,4,17,274,83,116,98,1769,125,166,Brandon Moore,335,Total,62,94,357,2013,2009
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,123,Patriot,316,135,133,281,2,12,293,63,99,91,1549,120,158,Eric Obeysekere,335,Holy Cross,32,85,436,2013,2010
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,18,CUSA,108,112,107,223,5,14,237,106,144,31,768,64,84,Lavell Payne,335,Central Florida,23,74,172,2007,2007
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,16,Big Ten,148,128,116,218,12,44,262,67,117,91,1637,46,130,Jeff Ryan,335,Northwestern,67,87,194,2011,2007
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9,GWC,138,124,58,127,66,199,326,21,30,88,1121,37,105,Sammy Schickel,335,NJIT,14,65,175,2012,2010
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,19,NEC,96,135,125,252,10,30,282,55,115,31,1029,63,84,Allan Sheppard,335,St. Francis (NY),44,74,159,2007,2007
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,11,MWC,101,128,89,162,39,100,262,40,55,32,983,19,56,James Spencer,335,Wyoming,24,63,120,2007,2007
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,57,MVC,253,124,46,87,78,253,340,9,19,64,1526,50,119,William Tinsley,335,Illinois State,28,43,303,2019,2018
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,7,WAC,108,119,77,209,42,130,339,55,88,60,1743,25,140,Drew Washington,335,Louisiana Tech,62,74,133,2008,2007
386,,0.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,CLE,,0.0,0.0,1,0,NBA,3.0,0.0,1.0,,0.0,1.0,,0.0,2.0,35,93,ACC,166,130,130,220,0,7,227,74,108,88,1195,120,145,Marques Bolden,334,Duke,30,52,286,2019,2017
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,3,A-10,68,105,32,65,73,195,260,51,60,64,1281,12,94,Chris Clark,334,Temple,36,52,80,2008,2007
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,7,Southland,98,120,76,148,44,151,299,50,75,44,1077,31,122,Chris Cyprian,334,Southeastern Louisiana,55,92,129,2009,2008
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,4,MWC,128,110,82,202,28,94,296,86,133,83,1669,38,147,Jason Ebie,334,Texas Christian,98,129,166,2009,2007
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,MEAC,55,130,100,203,30,67,270,44,51,30,885,8,78,Elijah Mayes,334,Florida A&M,27,53,63,2018,2018
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,46,MWC,228,117,100,233,17,65,298,83,134,97,1452,113,205,Brandon Mitchell,334,San Jose State,54,84,341,2018,2014
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,23,Big Ten,135,122,96,197,26,111,308,64,102,96,1231,62,127,Oto Osenieks,334,Minnesota,40,74,197,2014,2012
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,13,Ivy,81,126,117,268,9,51,319,73,130,83,1491,43,113,Marlon Sanders,334,Dartmouth,59,128,124,2010,2007
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,25,Horizon,138,134,105,206,29,94,300,37,65,89,1357,62,183,Ronnie Thomas,334,Wright State,19,75,200,2010,2008
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,24,MEAC,170,121,101,208,20,80,288,72,118,52,1087,82,106,Christopher Walker,334,Florida A&M,35,74,252,2011,2010
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,1,Big South,87,111,51,125,60,189,314,52,75,61,1412,10,112,Dalvin White,334,South Carolina Upstate,45,78,97,2020,2019
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,13,Total,120,118,115,240,3,21,261,95,139,50,996,52,95,Everett Winchester,334,Total,27,78,172,2020,2018
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,SWAC,125,138,138,238,0,1,239,57,90,53,940,95,153,Ricky Boyles,333,Texas Southern,27,76,220,2010,2009
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,32,Total,139,131,129,261,2,4,265,69,138,45,935,102,158,Chas Brown,333,Total,25,90,241,2018,2017
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,29,Pac-12,103,95,70,144,25,84,228,118,143,53,988,55,81,Marvin Cannon,333,Washington State,22,47,158,2020,2019
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,1,Big Sky,121,111,71,147,40,146,293,71,101,82,1693,22,155,Gary Gibson,333,Eastern Washington,67,110,143,2010,2008
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2,CAA,58,121,81,193,40,123,316,51,70,36,1007,8,69,Jerome Hairston,333,Towson,39,91,66,2014,2013
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,7,WCC,123,123,66,148,57,161,309,30,50,64,1332,52,82,Mike Hornbuckle,333,Pepperdine,55,74,175,2009,2008
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,8,NEC,119,118,114,266,4,26,292,93,116,29,881,52,77,Mychal Kearse,333,Mount St. Mary's,39,80,171,2007,2007
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,18,WAC,103,108,26,56,82,183,239,35,46,96,1144,35,108,Ray Kraemer,333,Nevada,25,36,138,2010,2008
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,76,Total,238,132,132,295,0,0,295,69,118,85,1371,121,179,Todd O'Brien,333,Total,43,105,359,2011,2008
407,,0.9,0.5,3.3,.499,.503,2.6,5.3,.329,1.2,3.7,.431,3.9,8.9,WAS,.778,1.9,2.5,348,99,NBA,24.1,0.8,2.6,,10.9,0.9,,1.0,4.1,28,13,Big 12,138,110,76,153,34,95,248,79,110,36,756,41,71,Kelly Oubre,333,Kansas,41,43,179,2015,2015
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,32,Sun Belt,136,127,106,182,21,75,257,58,92,70,817,58,97,Faith Pope,333,Texas-Arlington,30,42,194,2017,2016
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,36,Big West,154,120,95,189,25,95,284,68,104,60,1239,59,188,Brandon Rosser,333,UC-Riverside,13,77,213,2018,2017
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,12,Big South,157,128,125,280,3,17,297,74,136,60,1376,69,158,David Singleton,333,High Point,93,167,226,2010,2009
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4,SWAC,190,126,126,255,0,5,260,81,146,92,1342,107,167,Orlando Smith,333,Mississippi Valley State,33,86,297,2011,2008
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,49,MVC,127,134,134,234,0,0,234,65,106,31,875,64,93,Bradley Strickland,333,Evansville,21,62,191,2007,2007
