,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,8,MVC,130,119,56,120,63,189,309,24,42,74,1503,28,117,Shane Laurie,325,Missouri State,54,80,158,2009,2007
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,18,MAC,200,101,52,127,49,186,313,74,102,99,1525,65,184,Auraum Nuiriankh,325,Buffalo,32,104,265,2014,2011
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,5,WAC,114,101,41,108,60,163,271,63,88,35,999,14,84,Durrall Peterson,325,Utah State,28,78,128,2007,2007
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10,ACC,129,134,133,210,1,12,222,56,81,32,842,70,47,Tyrece Radford,325,Virginia Tech,31,25,199,2020,2020
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6,Total,114,127,121,262,6,42,304,65,98,60,940,70,108,Orren Tims,325,Total,26,91,184,2010,2008
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8,OVC,86,113,113,220,0,0,220,99,131,31,810,69,103,Cleve Woodfork,325,Tennessee-Martin,22,79,155,2007,2007
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,184,MEAC,248,132,132,241,0,0,241,60,144,66,1507,141,173,Danny Agbelese,324,Hampton,20,42,389,2012,2011
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,38,Big East,152,117,55,122,62,183,305,28,45,64,1240,65,116,Brendan Bailey,324,Marquette,31,30,217,2020,2019
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,38,MAAC,91,129,129,229,0,0,229,66,157,27,881,78,78,Anthony Bruin,324,Iona,30,63,169,2007,2007
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,3,AAC,106,99,57,165,42,133,298,84,122,69,1503,24,110,Xavier Castaneda,324,South Florida,50,112,130,2020,2019
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,8,MEAC,94,121,82,205,39,130,335,43,58,60,1032,25,92,Julian Conyers,324,Coppin State,33,66,119,2008,2007
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3,Patriot,61,112,29,50,83,237,287,17,25,56,857,20,54,Paul Cummins,324,Lafayette,19,48,81,2008,2007
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,6,CUSA,115,105,46,105,59,180,285,55,76,30,861,62,67,Kevin Henderson,324,Texas-El Paso,47,55,177,2007,2007
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5,Sun Belt,123,101,22,39,79,198,237,43,52,109,940,44,147,Bennett Holley,324,Appalachian State,10,24,167,2019,2016
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,Total,89,118,64,151,54,165,316,34,52,90,1153,39,86,Osa Izevbuwa,324,NJIT,34,60,128,2017,2015
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3,Southland,63,104,23,83,81,280,363,35,44,105,1038,32,88,Shaun Johnson,324,McNeese State,31,37,95,2016,2013
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,SEC,66,110,34,108,76,246,354,28,42,59,1066,30,71,Damien Leonard,324,South Carolina,22,65,96,2013,2012
572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,9,CUSA,96,104,25,79,79,238,317,37,53,60,1156,30,107,Marcus Malone,324,Houston,58,56,126,2008,2007
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,58,OVC,177,132,108,229,24,72,301,36,68,63,1452,121,158,JaQualis Matlock,324,Eastern Illinois,45,48,298,2020,2019
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,AEC,105,103,38,98,65,190,288,53,71,69,1194,21,88,DJ Mlachnik,324,Massachusetts-Lowell,23,61,126,2016,2014
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,21,Total,278,132,132,268,0,2,270,60,135,105,1773,149,251,Tyrone O'Garro,324,Total,52,105,427,2017,2013
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,10,NEC,170,126,79,139,47,170,309,25,50,100,1684,93,169,Gunnar Olafsson,324,St. Francis (NY),42,73,263,2018,2015
577,,0.8,0.0,0.7,.382,.350,0.5,1.3,.283,0.3,1.0,.321,0.7,2.3,BOS,.783,0.3,0.4,62,0,NBA,7.4,0.2,0.7,,2.0,0.3,,0.4,0.8,113,7,Pac-10,58,104,56,113,48,137,250,68,85,26,861,15,56,Gabe Pruitt,324,Southern California,47,48,73,2007,2007
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1,Southland,43,98,41,118,57,163,281,71,93,36,809,25,46,Laterrance Reed,324,Northwestern State,19,69,68,2020,2019
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4,Big South,118,115,57,124,58,192,316,36,49,61,1270,33,80,Trey Spencer,324,Campbell,49,58,151,2020,2019
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,18,MAC,151,115,99,214,16,60,274,78,142,84,1760,106,265,Antonio Weary,324,Central Michigan,67,125,257,2011,2009
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,76,A-10,282,138,138,259,0,0,259,47,108,103,1267,185,227,Ryan Canty,323,Fordham,23,59,467,2016,2012
582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,NEC,93,124,97,187,27,77,264,48,66,59,939,64,138,Milija Cosic,323,St. Francis (NY),13,68,157,2020,2018
583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,4,Southland,98,105,50,116,55,159,275,58,75,44,1007,13,87,Jovan Crnic,323,Abilene Christian,31,87,111,2017,2016
584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,74,Ivy,169,137,137,232,0,0,232,49,86,87,1269,80,147,Evan Cummins,323,Harvard,35,77,249,2016,2013
585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,32,Big Ten,151,103,84,177,19,54,231,98,150,108,1447,68,221,Davide Curletti,323,Northwestern,30,69,219,2012,2009
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2,Total,76,107,106,245,1,5,250,108,156,59,1205,28,166,Rico Ferguson,323,Campbell,54,87,104,2012,2011
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,95,Total,263,131,131,230,0,1,231,61,105,113,1424,122,144,Nate Hicks,323,Total,8,56,385,2015,2011
588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,MVC,56,108,38,129,70,211,340,37,49,52,1038,18,85,Cole Holmstrom,323,Indiana State,24,48,74,2008,2007
589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2,NEC,75,106,31,65,75,222,287,36,41,91,1020,10,57,Scott Meredith,323,Saint Francis (PA),32,37,85,2020,2016
590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,131,Total,273,130,129,257,1,3,260,62,147,117,2128,194,329,David Onuorah,323,Total,51,131,467,2018,2014
591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,2,OVC,89,108,97,218,11,57,275,96,155,63,1232,19,122,Sam Pearson,323,Total,41,133,108,2010,2008
592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,4,GWC,124,110,41,97,69,233,330,34,60,58,1338,35,125,Victor Scott,323,Chicago State,32,82,159,2011,2010
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,3,AEC,65,104,25,61,79,215,276,36,44,30,949,7,37,Jon Sheets,323,Maine,42,53,72,2007,2007
594,,2.1,0.2,1.1,.452,.460,2.1,4.5,.282,0.3,1.2,.423,2.4,5.7,MEM,1.000,0.8,0.8,33,12,NBA,19.5,0.4,1.8,,5.9,0.5,,1.3,1.5,73,3,Pac-12,47,111,79,183,32,98,281,69,89,37,871,13,70,Kobi Simmons,323,Arizona,24,46,60,2017,2017
595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,13,Southland,97,101,83,146,18,53,199,103,145,58,995,67,104,Robert Tibbs,323,Southeastern Louisiana,39,73,164,2010,2009
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,31,WCC,111,128,127,204,1,3,207,66,108,33,676,66,91,Drew Timme,323,Gonzaga,17,40,177,2020,2020
597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,5,CAA,50,124,89,177,35,100,277,40,61,31,943,13,74,Tyson Walker,323,Northeastern,55,68,63,2020,2020
598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11,OVC,97,128,126,253,2,14,267,65,100,27,647,60,75,Shaun Williams,323,Morehead State,22,76,157,2007,2007
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,20,Horizon,137,97,73,133,24,91,224,104,135,90,1090,84,114,Jason Averkamp,322,Milwaukee,16,44,221,2010,2007
600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,12,MVC,196,109,103,224,6,16,240,98,187,112,1403,54,128,Christian Benzon,322,Evansville,36,71,250,2017,2014
601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,1,WAC,146,112,89,180,23,86,266,75,100,30,1040,18,68,Jovan Blacksher Jr.,322,Grand Canyon,48,62,164,2020,2020
602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,67,CUSA,464,127,126,274,1,15,289,67,136,125,2427,234,223,Aaron Carver,322,Old Dominion,56,82,698,2020,2017
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,7,MAC,121,105,68,136,37,127,263,75,104,64,1216,53,101,Derek Fracalossi,322,Western Michigan,34,81,174,2008,2007
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,13,MAC,106,110,60,146,50,138,284,52,93,52,1185,40,123,Rob Giles,322,Ball State,21,70,146,2009,2008
605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,8,NEC,62,105,88,174,17,70,244,95,118,30,755,14,84,Joe Kasperzyk,322,Bryant,32,88,76,2019,2019
606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,14,Big 12,56,113,71,137,42,138,275,54,70,71,812,47,77,Terrence Lewis,322,Iowa State,18,49,103,2020,2018
607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,15,Patriot,99,88,54,139,34,115,254,112,150,89,1102,58,156,Adam May,322,Holy Cross,38,67,157,2010,2007
608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,3,A-Sun,158,95,48,124,47,138,262,85,117,92,1755,24,144,Hunter Miller,322,Total,50,121,182,2014,2011
609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,33,Big Sky,156,122,122,243,0,1,244,78,132,61,921,82,196,Christian Musoko,322,Southern Utah,10,71,238,2018,2017
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,14,Southland,91,122,93,210,29,94,304,49,71,91,1048,42,179,Jawan Nelson,322,Texas A&M-Corpus Christi,7,98,133,2011,2009
611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,30,Ind,165,119,114,253,5,22,275,79,107,30,895,76,76,Josh Obiajunwa,322,Savannah State,36,86,241,2007,2007
612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,9,Big East,100,110,38,88,72,220,308,30,42,31,904,14,52,Avery Patterson,322,St. John's (NY),26,29,114,2007,2007
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,7,Big Ten,107,122,110,229,12,51,280,66,81,31,910,21,64,Pat Spencer,322,Northwestern,24,70,128,2020,2020
614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,12,WCC,181,112,87,211,25,103,314,73,119,58,1054,77,135,Jon Ziri,322,Loyola Marymount,84,119,258,2008,2007
615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9,Southern,74,111,50,103,61,175,278,38,44,30,867,47,69,Chris Chalko,321,Elon,15,36,121,2007,2007
616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,7,Total,69,115,89,170,26,71,241,65,82,45,635,38,82,Richie Edwards,321,Total,14,44,107,2014,2012
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,Big Sky,70,98,22,50,76,204,254,49,56,32,619,32,45,Paul Hafford,321,Portland State,20,45,102,2007,2007
618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,6,Total,159,108,92,230,16,71,301,89,149,95,1736,15,188,Aaron Harwell,321,Total,103,164,174,2013,2011
619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,5,MEAC,151,133,131,239,2,9,248,53,117,61,1209,70,124,Angelo Hernandez,321,North Carolina A&T,74,122,221,2008,2007
620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,76,SEC,236,129,128,263,1,4,267,62,111,69,1686,122,195,Chris Hines,321,Alabama,85,103,358,2011,2010
621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,6,Total,78,119,101,193,18,71,264,65,101,64,914,49,104,DeAngelo Jones,321,Total,48,84,127,2011,2008
622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,16,MAC,108,121,72,152,49,125,277,30,67,88,1354,34,118,Milos Jovic,321,Miami (OH),34,98,142,2020,2017
623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,87,Ivy,273,119,102,210,17,67,277,66,118,59,1722,87,143,Steven Julian,321,Cornell,67,65,360,2019,2018
624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,17,NEC,292,120,120,269,0,1,270,81,137,60,1635,138,183,Ron Manigault,321,Long Island University,40,88,430,2009,2008
625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,37,Big Ten,183,126,86,186,40,139,325,29,47,53,1106,38,106,Pete Nance,321,Northwestern,18,59,221,2020,2019
626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,12,A-10,116,119,95,191,24,96,287,59,98,31,962,21,63,Jameer Nelson Jr.,321,George Washington,55,94,137,2020,2020
627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,Sun Belt,86,121,108,234,13,37,271,66,105,54,1031,57,87,Erick Nsangou,321,Florida International,44,116,143,2008,2007
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,31,MAC,168,138,138,260,0,1,261,45,97,88,1118,96,181,Brandon Parks,321,Kent State,20,63,264,2010,2007
629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,Southern,129,102,43,92,59,138,230,58,89,65,1377,40,129,Jonathan Scott,321,Chattanooga,24,65,169,2020,2019
630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,15,MAC,128,125,122,284,3,13,297,68,128,97,1068,73,109,Craig Sealey,321,Bowling Green State,32,70,201,2014,2011
631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,22,Pac-10,143,118,104,244,14,44,288,71,117,105,1791,64,236,Marcus Simmons,321,Southern California,49,107,207,2011,2008
632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,11,Big Ten,139,134,125,203,9,46,249,44,77,84,1259,73,143,Basil Smotherman,321,Purdue,41,46,212,2017,2014
633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2,Total,47,99,56,176,43,135,311,80,106,37,800,7,54,Shaquille Stokes,321,Total,28,73,54,2013,2012
634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,37,Big East,121,121,88,166,33,94,260,46,85,116,1194,86,190,Darnell Wilks,321,Cincinnati,44,88,207,2011,2008
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,12,Pac-12,50,110,44,107,66,154,261,34,46,52,805,20,89,Jalil Abdul-Bassit,320,Oregon,25,40,70,2015,2014
636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,6,Mid-Cont,90,107,84,185,23,73,258,83,119,29,943,18,51,Justin Allen,320,Southern Utah,36,57,108,2007,2007
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,Southern,128,114,76,143,38,133,276,54,81,65,1128,57,135,Leandro Allende,320,Citadel,26,51,185,2018,2017
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,30,Total,134,125,125,283,0,2,285,70,111,70,1021,78,147,Roland Brown,320,Total,22,87,212,2014,2011
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,18,AEC,118,129,126,229,3,15,244,59,85,30,941,59,83,Chris Bruff,320,Maine,37,82,177,2007,2007
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,21,Total,145,114,113,234,1,4,238,91,142,75,1179,86,152,Chris Bryant,320,Total,33,64,231,2016,2013
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,6,WAC,107,117,95,231,22,91,322,64,76,70,1915,16,137,Kris Clark,320,Utah State,65,160,123,2008,2007
642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,13,Big East,88,134,120,238,14,52,290,38,61,47,641,86,97,Marcellus Earlington,320,St. John's (NY),34,30,174,2020,2019
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,2,MAAC,91,101,61,162,40,126,288,78,102,112,1206,17,92,Trinity Fields,320,Iona,39,86,108,2012,2009
644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,13,Total,179,112,98,208,14,46,254,82,145,67,1105,68,136,Darious Hall,320,Total,37,82,247,2020,2018
645,,0.9,0.9,2.5,.674,.678,2.7,4.0,.250,0.0,0.1,.672,2.7,4.0,NOP,.647,1.9,3.0,64,14,NBA,16.9,1.5,2.5,,7.4,0.4,,0.8,4.0,9,71,Big 12,104,123,123,169,0,0,169,74,100,32,747,56,107,Jaxson Hayes,320,Texas,19,29,160,2019,2019
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,8,Total,114,109,49,97,60,163,260,42,51,47,860,47,96,Casdon Jardine,320,Total,16,35,161,2020,2018
647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,78,CUSA,194,112,112,221,0,2,223,96,171,62,1053,89,164,Kodi Maduka,320,Tulsa,18,73,283,2012,2011
648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,11,WAC,132,121,78,140,43,114,254,35,51,58,1153,54,80,Mike McChristian,320,Idaho,55,59,186,2013,2012
649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,6,MAC,77,100,64,149,36,114,263,84,122,32,874,13,50,Noah Morgan,320,Eastern Michigan,43,80,90,2020,2020
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,13,Total,130,114,81,176,33,109,285,59,101,70,1139,70,88,Levan Patsatsia,320,Total,35,59,200,2011,2008
651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,40,Total,190,126,120,238,6,23,261,62,107,74,1128,101,167,Leslee Smith,320,Total,60,97,291,2015,2012
652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4,OVC,95,113,73,164,40,147,311,54,73,63,980,24,74,Derek St. Hilaire,320,Jacksonville State,30,75,119,2020,2019
653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,7,Horizon,60,120,102,211,18,58,269,62,95,45,862,25,63,Karl White,320,Illinois-Chicago,37,75,85,2008,2007
654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,28,Total,173,118,65,147,53,182,329,31,56,113,1166,68,112,Renaldo Woolridge,320,Total,17,56,241,2013,2009
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,9,Big Ten,97,108,86,175,22,74,249,81,104,35,1001,36,95,Lester Abram,319,Michigan,31,66,133,2007,2007
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,52,Total,201,121,110,254,11,57,311,66,128,94,1439,97,181,Jordan Allard,319,North Dakota,32,78,298,2013,2011
657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,Total,60,95,65,136,30,95,231,99,121,32,738,7,63,Dallas Anglin,319,Total,28,65,67,2016,2013
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,14,Horizon,114,106,32,75,74,196,271,33,49,70,1518,40,152,Julian Betko,319,Butler,53,61,154,2008,2007
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2,Big Sky,75,109,92,190,17,70,260,84,111,51,777,61,118,Derek Brown,319,Portland State,46,73,136,2019,2018
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,7,MAAC,117,124,100,248,24,110,358,47,93,63,1098,38,150,Elijah Buchanan,319,Manhattan,49,104,155,2020,2019
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,55,WCC,167,109,109,220,0,1,221,101,167,131,1497,131,318,Simi Fajemisin,319,San Diego,32,104,298,2015,2012
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7,OVC,137,126,72,132,54,163,295,13,26,62,701,47,76,Caleb Hollander,319,Belmont,26,31,184,2020,2018
663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,10,Big West,82,114,47,93,67,160,253,24,33,30,767,18,35,Tyler McGinn,319,Cal Poly,24,25,100,2007,2007
664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,35,A-10,163,107,35,70,72,205,275,33,44,115,1383,40,168,Papa Ndao,319,Saint Joseph's,34,86,203,2016,2012
665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,67,AEC,280,126,126,267,0,1,268,67,154,116,1594,161,252,Jeff Pelage,319,Boston University,42,111,441,2012,2009
666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,6,AEC,66,103,54,114,49,128,242,64,85,27,697,21,50,Steve Proctor,319,Binghamton,29,45,87,2007,2007
667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,14,CUSA,161,110,110,251,0,4,255,99,170,64,1273,109,224,Victor Ramalho,319,Texas-El Paso,40,78,270,2008,2007
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,MWC,93,113,51,127,62,130,257,31,55,24,608,26,31,Henry Salter,319,Texas Christian,16,34,119,2008,2008
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,Southern,41,121,120,205,1,6,211,76,100,32,844,42,69,Demetrius Scott,319,Appalachian State,39,69,83,2007,2007
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9,Southland,65,110,108,184,2,3,187,97,134,33,698,48,70,Cedric Smith,319,Texas A&M-Corpus Christi,12,46,113,2007,2007
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7,MWC,102,109,48,116,61,182,298,40,52,31,721,31,43,Richard Washington,319,San Jose State,19,28,133,2020,2020
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,18,Horizon,164,124,99,172,25,81,253,46,62,56,1095,80,94,Anthony Wright,319,Cleveland State,49,61,244,2018,2017
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,7,AEC,66,113,78,177,35,113,290,57,93,39,704,21,69,Dimitry Akanda-Coronel,318,Maine,35,64,87,2014,2013
674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,Sun Belt,41,103,38,87,65,175,262,47,62,22,576,9,45,Keishawn Brewton,318,Coastal Carolina,27,38,50,2020,2020
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,4,Big Sky,93,102,73,180,29,89,269,85,99,59,1089,37,111,Terrell Brown,318,Montana State,31,46,130,2015,2014
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,26,Big East,151,121,97,190,24,77,267,52,69,32,819,57,54,Julian Champagnie,318,St. John's (NY),39,38,208,2020,2020
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,97,SEC,153,130,130,231,0,2,233,58,78,60,1294,122,147,Damontre Harris,318,South Carolina,43,59,275,2012,2011
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,1,MEAC,85,89,28,90,61,165,255,79,102,67,,29,115,Ernest Maul,318,Florida A&M,54,131,114,2008,2007
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,27,Total,169,147,146,253,1,9,262,23,72,120,1323,80,210,Andrew McAuliffe,318,Davidson,25,77,249,2017,2014
680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,25,WAC,124,121,118,251,3,17,268,73,123,86,1225,94,102,Justin McCall,318,Cal State Bakersfield,28,53,218,2020,2018
681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,35,A-Sun,204,116,86,193,30,95,288,56,92,119,1988,140,228,Liam McInerney,318,Stetson,58,100,344,2013,2010
682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,77,Total,260,112,67,153,45,159,312,49,69,87,1441,94,142,Eric Norman,318,Total,38,90,354,2015,2012
683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,25,OVC,141,125,125,217,0,0,217,68,106,62,1348,134,140,Djero Riedewald,318,Tennessee-Martin,22,48,275,2009,2008
684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,6,WAC,78,108,62,123,46,117,240,56,79,33,989,39,52,Kyle Shiloh,318,Nevada,44,56,117,2007,2007
685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,5,Big Sky,93,105,65,119,40,114,233,68,90,59,1170,26,98,Austin Smellie,318,Idaho State,23,52,119,2020,2019
686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,10,Horizon,113,114,87,184,27,96,280,63,91,32,973,68,94,Jovan Stefanov,318,Illinois-Chicago,17,62,181,2007,2007
687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,40,Southland,157,119,116,260,3,13,273,77,120,101,1029,79,191,Cody Stetler,318,Houston Baptist,17,67,236,2017,2014
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,7,Total,125,122,110,211,12,55,266,62,104,96,1547,25,137,Devon Thomas,318,Total,63,92,150,2017,2014
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,6,Big West,63,120,73,146,47,144,290,31,44,30,877,30,91,Henrik Thomsen,318,UC-Riverside,21,57,93,2007,2007
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,8,WAC,79,91,49,112,42,141,253,94,116,30,809,1,55,Donte Williams,318,Utah Valley,13,50,80,2015,2015
691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,9,MWC,102,132,115,214,17,48,262,36,74,68,1164,67,121,Corey Bailey,317,Nevada-Las Vegas,36,50,169,2008,2007
692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,47,Big 12,200,131,131,288,0,0,288,55,117,119,1459,150,252,Luis Colon,317,Kansas State,31,69,350,2010,2007
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,3,SWAC,62,104,48,126,56,185,311,53,87,84,1043,23,90,Justin Colvin,317,Alabama A&M,28,68,85,2016,2013
